emotion_label,text
disgust,"to be a good college coach, do you have to molest children?"
joy,one of them lazy do absolutely fuck all days...
surprise,"fant actress, pantha du prince og the field på vinyl på platekompaniet. veldig gledelig overraskelse!"
surprise,@kaylaaonaaogden what a great last night was so great! we've gotta do it again real soon! :) #happythanksgiving
joy,buying way too many things! ahhhhh now back to work #killme
sadness,today we start staying open until 10pm. it was nice knowing my children
sadness,not winning a medal in the swimming contest.
fear,"i was walking in the countryside alone when i came across two dogs who began barking at me. i did not know whether they were tied up or loose, but i was afraid of them approaching me."
joy,what a nice tie you are wearing !
anger,sometimes when i am i have the right [NUM] be angry. but that doesn't give me the right [NUM] be cruel.~the only way is up
joy,"peter broderick, music for confluence (album)"
anger,"i was angry at my brother over an argument we had together. we do have a few fights from time to time, and also at times i take out my anger on him."
anger,experiencing all stages of grief this finals week #bargaining #depression #acceptance #imgoingtofail
joy,at the dentist for wisdom teeth consultation..
sadness,"two years ago my best friend died in an accident, just a day before my birthday. we were very close to each other and i felt very sad at loosing a close friend."
surprise,people know they can pull you down and they dont give a care &
joy,"stop seeking the storm, but enjoy the sun!!"
surprise,@biliske07 ....wow your girlfriend is pretty.
surprise,very possible that i will be recieving an iphone 4s for christmas after recieving a text message from verizon congratulating me
anger,"ok free people skirt, hide and seeks over"
joy,gotta drive all the way to national airport
joy,we fuccz wit ctn all day!! ---&gt; rt @mrctn615: i fucs wit dem boys @yungsteezie dey sum real hood niggas!!!! im dusted...
joy,santa is bringing me [NUM] star wars shirts for christmas!
sadness,holy crap!!! i got a whole two followers!!!! life is just great.
disgust,ew dis unstable creature on steve wilkos is having sex wit her dad like she calling him her bf like ew
fear,"i'm scared to drive cause i'm scared to fail , i'm scared to die cause i'm scared of hell"
surprise,will i get to 4oo by the end of the night !? (: rt my tweets for shout outs!(: #hurry !(:&lt;[NUM] #muchlove
sadness,a dejected allen added : ` you can't give john aldridge chances like that -- he is a quality finisher .
joy,i haven't creeped on my ex boyfriend's twitter in like a month.
sadness,@jennsutherland indeed. irl time! long overdue. /cc @danticoa
sadness,all right . just give me the ticket .
disgust,ppl who smoke er'day er'day but idk how cuz you dont have a job! getting hits of of other ppl weed! me!
anger,you ’ re making my blood boil .
sadness,"apparently, maldonado has signed with williams for next year...so sadly, i think rubens' f1 driving life is over :/"
anger,mother fucking bullshit. they put me in the god damn middle seat. this is gonna be a long fucking flight.
joy,@stiofainod i have a snowman that raps ice ice baby
joy,now he talking bout his dinner last night lls
joy,learned a whole lot today. thanks to mrs. g. stoked for first tuesday.
fear,do n't get agitated .
fear,i think i'm scared of what the future holds. i was wishing for some things and now am used to those.
joy,cold and feel really ill. the joys of england and its illness.x
anger,why the fuck am i watching oireachtas report?
sadness,ate a slice of pizza and i've never felt so before in my life.
sadness,@xkrissyyalicia my mom told me i couldn't play because i still had to write a science essay...
sadness,@lb_lola226 laura!!!!! when do you work this week? we're coming in to see you! we havent seen you in like forever!
surprise,love taking unexpected pictures of people..
joy,i started a new branch of studies after having failed a former one. when i got back my exam papers i was very happy to know that i almost had full marks.
sadness,it's the end of the world for me .
neutral,you honestly believe the world ’ s improving every year ?
sadness,i got separated from the man i loved.
joy,blood test at [NUM] a.m. tomorrow
fear,when i nearly drowned in icy water wearing ice skates. it was difficult to get out.
surprise,grateful for the sudden ability to make an amazing omelette!
surprise,@cganderson87 u just made my night with the u just topped a free dinner!
sadness,@alli_poelman but...but.. u can't go i would miss u.... your my fake girlfriend.. i fake love you... #wellthisisawkward sorry..
joy,"i take it back, rick tea biscuits are"
fear,once late at night (around midnight) a person asked me to give him a lift. he suddenly tried to attack me but i could escape. after this he followed me for a little while.
joy,"i felt elated , especially when he said , ` i 'm looking for an actor just like you . """
fear,walking in the dark i saw something strange.
sadness,sooooooo mad i couldn't go to the acc championship because of all this work i gotta do.
surprise,"so much music practice to do tonight, really happy with my uni result though"
surprise,@leaf7790 haha truee.. i was thinking we go shopping together &amp; pick stuff and split up and buy it and meet up after so its a
fear,i'm bleeding too much .
sadness,"i know you don't hear me right know , please calm down . anyway , i don't wanna part . i'll drop by tomorrow ."
joy,don't go through life with your eyes open but your eyes closed. & spiral convergence&
fear,both my parents are dropping me to school today...
joy,here comes the radiated heat -- #joyness sounding like we're in the bowels of a tanker. #hellskitchen #nyc
joy,happy 80th b-day to my mom today! and happy 22nd anniversary to my hero hubby today!
anger,realizing that a friend had been talked into signing a certain contract.
joy,"&quot;fresh wound, can't talk.&quot; cam brings me &#xa;#modernfamily"
fear,wat a night?! i feel like iv been ran over several times by a [NUM] tone truck! #help
surprise,aujourd'hui j'ouvre une nouvelle liste : &quot;mes vitamines mentales&quot; serez-vous dedans ?
joy,when i realized that i loved someone of the opposite sex.
joy,#sorrow meet this day.. there is no limit on what [NUM] holds! #getonit
sadness,@jasminemaaaae did i mean to this? my heart pains to hear this.....
fear,no hoe no bitch!!!!!!&amp; these nighaz been off da map iam on sum otha shit..#god knws iam:)blessed
joy,"slept all day, now i feel accomplished.. time for me to do these introduction phrases, oh boy!!!"
surprise,"vernam kortelings dat james may van alias cpt. slow, een muzikant zou geweest zijn bij queen"
surprise,@bearbrazell i got to get my robber clothes on friend...i won't let you know when i'm coming though
surprise,gisteren sinterklaas gevierd en ik kreeg een ipad met microsoft word erop
anger,i ’ m itching for moving !
fear,"this was at secondary school, a prefect framed up some case and took it to the deputy head-master. i was called by the head-master and he threatened to suspend me."
joy,work is the last place i want to be right now =( not to mention it's freezinggg and first of the monthers have yelled at me twice
joy,home alone for the first time since summer
fear,when i was confronted by a policeman one night around [NUM] o'clock. i was afraid when they threatened to take me and my girl to the gallows.
sadness,"i am sorry , sir . you bought it [NUM] weeks ago , and you can only refund it in one week ."
sadness,i ’ m sorry sir . this computer is not broken or damaged . it ’ s simply just too old ! that ’ s why your programs and applications are running slow . there really isn ’ t much i can do .
joy,"happy tweet: joy, like everything good, comes from within. how convenient!"
sadness,"yes, chicken. grandpa no like turkey."
anger,wow! rt @hartramsey righteous never blows up or clams up. it surveys the situation &amp; obeys god in spite of satanic aggravation.
fear,@kilianonline my girl told me she downloaded and she rated it a little above [NUM] stars&#xa;waiting on the new project
joy,"i have to be at school in exactly [NUM] hours and i still have to finish my ib assignment, [NUM] english assignments and a math assignment ..."
fear,"ah mais faut crier sur un soft pour qu'il fonctionne, ok ok ok : insultes+rage = du soft, work. \[NUM]/"
joy,starting to look forward to christmas finally
fear,god? ..you there? i know i don't talk to you much but please watch over me todat.. especially when i get home.
joy,i'm glad that you see it that way .
surprise,"what a great day, got to see most of my favorite people! i am so thankful to have great friends! #happy"
joy,"&quot;sitting in this room playing russian roulette, finger on the trigger to find you juliet.&quot; -@escapethefate"
disgust,i am so terribly incredibly disgustingly disgusted beyond belief. don't ask why. you're just wasting [NUM] characters. #gross
joy,@thebodyshopuk your peppermint feet salts..after a long day in 6inch heels and a 5k run home = &amp; ....thank you!
sadness,it must be dreadful to grow old .
sadness,when i saw the pictures of the draught in ethiopia.
sadness,kourtney kardashian pregnant with baby in the same week kim said she felt destined to never have children. #poorkim
sadness,no very fucking happy!!! the way this is going i'm gunna be single by the end of the weekend....
joy,“@twin_4life: i wonder wat my future wife is doin” &lt;~~ oh nigga you cheatin now damn it's like that i want child support lls
anger,i believe it was f*ck off. rt @radiospecialk: @benjaminphoenix remember when u told our boss to go f*ck himself? #issues
disgust,@bimbolal my problem is your rudeness mate.
joy,such a killjoy you are :p rt @theliteratefool: everytime anyone uses the word i should get royalty. period. i would be a rich man :p
sadness,my teacher's death.
joy,really looking forward to the christmas play at @churchoftherez on saturday and worship at @rezdowntown on sunday!
surprise,@paulyv12 ill wrap myself up and put you under the christmas tree
fear,"when i missed crashing, by a hair's breadth, into a man who came out [NUM] metres ahead of me when i was driving at 110km/h."
neutral,"for me , it's one of those games that are fun to both watch and play ."
sadness,"“@calgarysun: rip harry morgan, col. potter from mash. dead at [NUM].”"
joy,looks like i will not be sleeping tonight thanks to my five hour nap
sadness,"somewhere in my house, a very loyal blackberry is being ignored.."
surprise,long time since me and @thekidjosiah have chilled.
joy,i'm at macclesfield train station about to board a train to reading; then onto bracknell. [NUM] days of meetings.
fear,en plus y'a un type complètement bourré devant moi qui ralentit au fur et à mesure que j'avance.
sadness,"this [NUM] yearold eats [NUM],000calories a day. oh.my.god. #tearsandstomachache"
anger,i don't know why but i really just want to kick the shit of you.
anger,i want to take them to court for arresting me .
joy,now i have to write my research paper. 
joy,that ’ s a nice area too . it ’ ll be a good investment for you .
anger,@amazngspid3y i just had an moment looking at yo nice ass ;)
joy,1st basketball cheerleading practice this year #lovecheerleading &lt;[NUM]
anger,"people were very angry when admiral failed to attack the french at minorca , and the decision to execute him for cowardice was exactly what the public wanted ."
joy,hail nah!! lol rt @danecook: i just shit my pants. pure [NUM]% gravy.
disgust,i really hate feet . they meigh . like real talk . now im really out .
joy,"@janejohnstone3 morning jane would you like a slice of for coffee time got plates full and just want to share, it's non fattening too!"
joy,"when i was with the girl i love very much, for the graduatiion ball."
anger,when my boss enrolled in a course to satisfy his own ends - to trample on his associates. i have the misfortune to have one of my superiors in my course.
joy,our 'holiday card exchange' is to bring and #unity to peeps all over the #world and to also help save many jobs for our postal workers!
sadness,i had a bad day yesterday .
fear,"i walked up the main street of auckland at [NUM] o'clock at night. i expected it to be very active with people, gangs, fast cars etc, thought it was actually quite quiet, though also oppressive. i walked about half a mile and bought a drink along the way."
anger,@mdotmanolo woman like @w1ldfl0wer are a perfect [NUM] then others come in here looking busted.
sadness,so it is now sunday and my brother leaves to live in the uk at 5pm this afternoon.
joy,when i received a beautiful birthday gift form my parents.
joy,almost all girls do this.hope it's not bad rt @lordbieber: well @jazzykbiebz decided she needed a haircut and took it upon her self ug
joy,@mitchofcitylove wednesday is my last day at work for the rest of the year - got [NUM] days off work. #joy
sadness,i hope not...smh rt @ratherhavejesus some really think that chris brown is god.
fear,"i was to meet one of my friends (girl) at the library at [NUM]:[NUM] already dark. she would be walking alone. she was [NUM] minutes late but i kept waiting, calling her room and other places she could have been."
sadness,"now that i look back at it , it wawsn't that big a deal . i shouldn't have lost my temper ."
surprise,"lucy felt startled , but forced herself to remain calm ."
joy,"finished writing a [NUM] word essay on &quot;heart shaped box&quot; by nirvana for english,and now its time to write my economics essay."
fear,once i woke up in the middle of the night and felt frightened as everyone else was sleeping and i could not even go to their room.
anger,"selfish, ponsing, self-caring, lying, slag of a cunt, you get more worse everyday you butters #dooneyoumug"
joy,"all during the night , over and over again , she had found it absurd that she 'd ever considered herself a happy woman ."
anger,i missed the train and had to wait for the next for two hours. for this reason i missed an appointment which had been very important for me.
neutral,medium .
surprise,kuya: anong gift mo sa kanya?& wallet with pic of me and him& magugulat un! xd wahaha.
joy,christmas tree shopping
joy,damn my mother been gone for [NUM] years
surprise,nothing beats eating a meal on the road from macdons and looking through the bag and finding a couple fries #cantgetenough
sadness,i'm tight that i visited port yesterday &amp; @peteyg13 wasn't there.....
surprise,ever been so high you stashed weed and found it later! #freeweed
surprise,definitely spent my weekend not working
sadness,"when my husband lied to me, tricked me and when i had to leave my home."
neutral,"bye , ann !"
joy,time to get ready for work.. :|
sadness,cody won't be coming anywhere near where i live. at all. );
anger,don ’ t touch that thermostat ! you don ’ t pay the bills around here !
joy,there may be pain in the night- but comes in the morning.
joy,it was when i was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination.
sadness,this is the first year i won't be a crazy on black friday.
joy,eight journals and ap lit term flash cards to make still
joy,listening to my gospel radio...bouncing off the walls.
surprise,where should i do the clothing drive for at in on the 19th and 20th of dec? best suggestion gets a holiday &lt;[NUM]
surprise,@itsmatto missed you this morning.... i might just sneak into your room to cuddle later
joy,o marcelo ta pegando mto as manias das ai o marcelo ta passando p bruno kkkkkkkkkkkk esse lado maldoso ele nao era assim
anger,"the you feel when walker is murdered in the penalty box, no pen, and then the other team score on added time. #fifa12"
anger,people not cueing in the dining hall.
anger,man i wish i was in bham at the future concert!!! man fuck
sadness,everyone is saying how their full and ate too much. i haven't gotten any food yet!!!!!!
joy,"enjoying vince gill's christmas cd. welcome, saturday night."
sadness,"oh , i'm afraid we've sold out of those . they were really popular ."
fear,found my notes when i was experimenting with lucid dreaming. i can. but it scares the hell out of me.
sadness,when my first love was not successful.
joy,what portion of your actions are like john the baptist? saying &quot;look! jesus!&quot;
joy,church with @jonweece on a monday night with @kristinmcox. i love that technology allows us to hear the message! #unity #grace
sadness,@malstott1 cheer up baby girl! at least u don't have the flu with no one to take care of ya!
fear,i'm scared i'll waste my life being joe shmoe with no dough
sadness,i am sad because some relations to friends are not very good.
disgust,"i want ta party right now, too bad my boyfriend is hated by all my friends.."
joy,failing in all aspects of my life right now
surprise,"time for training! pt klant wil trx workout, hij weet alleen niet wat hem te wachten staat."
surprise,"nog even op me gitaartjes spelen en zo en hoop fam hier,"
neutral,men !
disgust,i just texted this ;( to somebody on accident and just realized i got a new found emotion lol....
surprise,"usually so mentally attuned , so aware of what she was thinking and feeling , he looked angry and nonplussed , unable to understand her withdrawal ."
surprise,@truealexlambert pwease:) hehe ..make sure you check twitta tomorrow(;
joy,my little brothers feet smell so bad and i have to sit next to him for the next [NUM]&amp;[NUM]/[NUM] hours
sadness,my roommates are making me feel bad for not participating in their secret santa :(
surprise,wat zit er vanmorgen in mijn schoen? een paar sokken van bonnie doon!& #beenmode
joy,"&quot;add a little sugar, honeysuckle and a great big expression of happiness ...&quot; im in search of this feeling of"
anger,cross me and i shall dance on your graves. a wild polka with loads of twirls and arm movements.
shame,"when i glanced back as i opened the gate , they were standing still , in a discomfited little group : they had not meant , i suppose , to hurt the child ."
joy,when i got my results ( i had made it to the second year ).
surprise,[NUM]:34am i'm going to start packing for my trip to orlando today to see @alongcameandrea later when i open my suitcase it'll be a
joy,been sick since wedsenday. but my moms making me go to school.
surprise,whiny little twitlibs are bashing megyn kelly for stating a fact. someone on msnbc must have put them up to it.
joy,super excited for .. excited to have one my presents delivered today and love shopping! season is better with inside :)
surprise,"oeeh, dat is wel een leuk idee :) maar wel moeilijk.. ;c"
sadness,"well , it ’ s hard to say . i coughed a lot in the evening ."
surprise,any point against bama is a good point to barners. rt @rosscollings: great point on the half-time show.
surprise,so jake just shaved joe's hair. there is now a creature in the bath tub
sadness,if you have a journal don't read the past. :(
joy,bonjour twitteur. comme il est bon de se réveiller en sachant qu'il y a de la pate à crèpes dans le frigo... #greedy
surprise,surprise dinner with mieke turns out to be surprise dinner with mieke &amp; close friends. #burp =)
joy,its been my pleasure to watch the stifle the during the first half of the game.
sadness,why wont twitter let me change my background :(
joy,tonight is going to consist of cleaning my whole place before i go home.
joy,i'll be having a fantabulous week! nobody's gonna fight the bathroom with me or scream into my face :&gt;
joy,when i got a good grade for an exam in statistics.
sadness,that awkward moment when you get into a stranger's van and there isn't any candy.
surprise,"i bet they'll never see it coming, like a blind bitch you fuckin from behind"
sadness,when i was at school.
surprise,'it will rain' isn't that bad of a song??
sadness,im glad @fanzoid321 can laugh at his @fanzinator no one else is laughing... wait everyone is #sleepwithjosh
joy,"i had been away from home for a long time and when i came home i was delighted. it was wonderful to see familiar, dear people and i was rejoicing in advance. i had been feeling very lonely."
sadness,close friend leave to go overseas for an indefinite period. farewell scene at airport.
fear,"she subsequently attended the genetic counselling clinic , and was very anxious about the situation ."
joy,join us this sun @trpaulacademy as we cont. our series w/ @dominickfoco preaching from mary's magnificat (luke [NUM]). #fortcollins
sadness,"@___lucy curl around the concrete to keep warm on the dark nights.. and no debbie wont come and get you, she hates missing x factor"
sadness,a good friend of mine died. during the funeral i felt an intense feeling of sadness.
fear,is having more respect for the problem than for the solution. it's magnifying the storm when you should be magnifying the #lord
joy,can't wait to watch @jsabatka basketball game #yippe
joy,heading to the ear doctor
fear,nothing hurts @ndamukong_suh worse than taking away what he loves to do most...put in quarterbacks on sunday. #lions
sadness,"poor forest, getting in trouble for saving someone.. kinda how i feel now a days.."
shame,"` i know what you mean , ma'am , "" said rose gravely , enjoying himself immensely at the sight of auguste 's embarrassed face ."
anger,"'i love michael buble, shame bout him putting on a bit of weight' well you dont love him then do you, fake vain fans."
sadness,"he is portrayed as showing sorrow at the destruction caused by german bombers and it is he who ` saves the day "" by first giving himself up and then being shot by clogger ."
fear,i felt something close to that when i saw that there was a man on the terrace of the flat.
surprise,i love finding winter clothes that i forgot i had! #favoritesweaters
joy,i was very happy when i received the year end results as i was worried about how well i had done. i was very happy to know that i had passed.
sadness,i don't know how to adjust my life . would you give me a piece of advice ?
joy,ahh back to work tomorow bright and early
neutral,i was sick .
anger,it's really frustrating when your professors don't email back or show up for their office hours.
sadness,he looked so crestfallen preston felt sorry for him .
sadness,"now it's half time, i can take a moment to mourn dom, who sacrificed his own life to save me &amp; the rest of the cog squad earlier..."
anger,"you catch any type of feelings on twitter, especially lol"
sadness,the break up scene in the notebook &lt;&lt; :(
joy,so basically im the counselor of our group that has split.....
joy,not in the mood for volunteering all afternoon and come home covered in glitter and glue and tissue paper
fear,“@rcarp17: bring back factor?!?” when i saw the preview for that i freaked out!!!!
surprise,"[NUM]-do [NUM]-day : #kado .... kudt sint, ik doe het werk en hij gaat er met de eer vandoor."
sadness,"people really should be able to turn their emotions off, they just mess things up!!:(("
joy,working from home rocks. making butternut squash soup during my conference call.
surprise,"lijkt hier wel motherfucking winter wonderland ofsoo, overal piepschuim"
sadness,just look for the girl with the broken smile #hurting
joy,"yes . i have . i liked it very much . like you , i was very impressed with rachel ’ s performance in the movie . she ’ s going to be a star ."
joy,that ’ s a good idea . do you know anyone who has done that before ?
joy,mom told me were going to get the tree tommorrow #kidding #painintheass
joy,straight up now tell me do you really wanna love me forever
fear,"and our need to always be right! rt @fredericbrussat: to live a creative life, we must lose our of being wrong. joseph chilton pearce"
anger,it was in march [NUM] when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch i got angry when he was telling me but the anger didn't take long to fade.
joy,"yeah , oh my god ! it's still there . we have our first date right on there ."
surprise,"@mikebarry4 not too bad pal,not gettin sick anyway :)"
sadness,it sucks . but arden told me he's satisfied with my qualifications and experience .
anger,@rccrazy30 if you would just teach me how to drive stick on a hill (well) then id be happy
joy,my apartment is decorated for christmas! so many lights! #ilovechristmas
fear,when i decided to separate from my husband.
anger,"i'm really fed up with larry ! he's the biggest airhead i've ever met.he always makes careless mistakes , and he's a pain to work with ."
anger,"when i did not find the rack used for beating up rugs, in the yard."
sadness,i made [NUM] pumpkin pies and only had [NUM] small slice :'(
anger,a colleague asked me to study with her. i could not explain things as perfectly as she had expected. so she reacted in an aggressive manner.
joy,when my love for a guy was returned.
joy,taking a nap before i have to get ready for my shift -___-
anger,isn't it awful ? i can't bear to look at it . i don't think i can stand this place for two weeks .
neutral,it's no good . and i think spending several hours each day playing computer games is a waste of time . you might as well do something healthy and meaningful .
shame,"vaguely ashamed of her behaviour , she then tried to draw back , but his arms tightened , preventing her , and she gave up all thoughts of resistance ."
fear,is failure and the forerunner of failure. #followback
fear,what you will come upon you. do not let fear creep into your mind. it will drain your #hope and eat away at your #faith.
joy,i feel a cold coming on...
anger,u2 on the radio!!! reminds of when @jessy_aviles and i went the wrong fucking day to their concert -____- haha! #idiots
joy,"in fact they encouraged us most warmly , and we shared the general mood of elation at the overall success of the [NUM] submission ."
disgust,"@stuartpaulo i don't think john lennon even trended today, did he?"
anger,i hate weather days because i can't ever leave the house cause it's raining outside
fear,@simplegreen67 one of the many i missed today ;) i saw some stuff just frozen by / loathing / indecision that stuff lol
fear,when people have their ipods up way to loud. i am becoming one through @weareloonlake. woops.
joy,staying at the school till [NUM] tonight
sadness,“@primadonna_lala: i wanna pre-order rapture but i dont have any $ #mad #obsessed” nice #tags
anger,once in my work it happened a fight between the person in charge and me. i got so angry and spoke out everything i felt at the moment.
sadness,"when im not okay, i always tend to spend more than the usual. fvck"
surprise,"opeens een gaan verzinnen, ze willen die nu weer wel bij de hebben, die# zeurpieten"
sadness,there is nothing new in the experts spreading unwarranted alarm and despondency .
sadness,my aunt keeps telling me i gained weight smh..
joy,"break! imagine your dream house. open the door, walk in, smell the aroma, go into each room, sit in your favorite chair. #ljb"
fear,erase all and #doubt in your mind.. if u want to reach #success&#xa;#cgf
joy,"riding home from school after completing two midterms in two days, and feeling i did well on them."
anger,kohl's did a parody song of rebecca black's friday song using black friday in the lyrics instead.
surprise,@genniflecht goedemorgen. the coconut isn't breakfast but intended for a st. nicolaas (sinterklaas) #dutchtradition #spoofpresent
sadness,"well , i do feel quite down because i am going to miss japan after being here for [NUM] months , in japan . i am going to miss it so much , cause i've had a great time here ."
surprise,met sheheryar khan today. remember a pak player was accused of rape during [NUM]-[NUM] aus tour? guess kon tha! @masuudqazi
joy,apple cinnamon tea &lt;[NUM]
surprise,my cuson just said do u want a #birthday party. how can she ask me that when it won't be a surprise no more lool wat a douche bag
surprise,nog even klaar maken en dan sinterklaasje bij opa en oma :)
joy,i love my cousins and uncle! definitely worth the gas to spend some time with the fam :) and i came home to a fully decorated house!!!
joy,@_thevisionary oooo ok you should put because i was clueless because i have [NUM] ppl who have access to my account
sadness,i am so upset my snowboard is still in il. if i had it i would seriously screw studying for finals and snowboard all weekend.
sadness,need a nap. then need to go shopping to fill our house again it's so empty with out @mariiaharford :(
neutral,we're having a sixties party next week . do you want to come ?
joy,got stuck behind both construction and a car accident on my way to school today.
surprise,"have you ever started watching a movie,thinking its the funny version of an actual scary movie,to find out it's the actual movie.."
joy,"love god, love people, love your neighbour as yourself. my brother, my sister, everybody love somebody. oh oho oh oho, love somebody."
anger,"when i left after the examination to enter the university, and even though i had studied the whole year i made a bad exam."
fear,when i was sitting in a car next to a man who was masturbating.
joy,this man introduced me to an agent who did n't look all that excited to see me and was only obliging a friend .
anger,"when i wanted to talk to someone i liked and whom i have been told likes me (by his brother and even by himself) however he avoids any confrontation, and is vague."
disgust,that moment of pure when you stick your hand under your desk &amp; you touched someone else’s old gum.
joy,@kimzolciak have a son too! been looking forward to this episode! thanks for sharing some on the show! you #flyabove #lifechanging
fear,i had to bottle a rat with rosy nosy beer last night henry brought it in it climbed the curtain. please don't condemn me :(
joy,at jakarta &quot;magical electro&quot; dj's: @dhanesocces #christwist #khalid magician master daniel gl: #danes @bdgparty_club
neutral,"hi , fanny ."
joy,welp in [NUM] hours ill be back in the hell hole warner robins.. :d
sadness,the death of my grandfather.
neutral,have you signed up to join the company ’ s christmas party ?
joy,@ergish yes sir. break duty :)
sadness,is wanting @axelloitz to be healthy to join me back in the paint
sadness,frank has gone out with lucy again .
neutral,of course . there ’ s always much to learn . i got to know more about the real world .
joy,i felt happy when my mother borrowed me the car in order to let me go out alone for the first time.
surprise,@ema_mc haha :) don't get to excited. ok i'll see u tomorrow some time :) xx
joy,that's very good . it's said that marriage is the ab of love . but the words may not be right .
joy,highs in the [NUM]'s here in palm springs today! ahhh...will be beautiful &amp; i get to spend thanksgiving part deux w/mom &amp; grandma.
anger,that oregon-usc game was fucking stupid. i hope someone punched that kicker in the face. #oregonducks
surprise,"i'm really happy its friday, but i can not wait for tomorrow!"
joy,heartache sucks.....but the people god has placed in my life man i'm so thankful no no evil just and
joy,the simple formula that turns into is: looking at it as a learnt lesson.
disgust,"maybe all you did was use me, thats all. you told me your problems so i could help you but gve your love to him. what a disgust."
joy,@the_bbc the majority of that money funded a rec center featuring a climbing wall.
joy,"hi , monica , congratulations ! your presentation at the meeting was very successful and everyone was impressed by your speech . and it was so persuasive and i bet our clients will be convinced to invest their money in this project . you really made a big contribution to our company ."
surprise,found out i have a group presentation today...i didn't know about
surprise,"off to hospital shortly, operation scheduled for tomorrow a.m. hopefully back by xmas, otherwise see you in new year #brickingit"
sadness,my best friend could not get into university.
anger,i can't stand the stupid guy any longer.it ' s unbelievable !
disgust,"@lexlowther haha for real! seriously though, he jumped in my lap with wet paws."
disgust,"revulsion at injustice , poverty and denied opportunity , he says , impels people to work for a better world ."
joy,the best way to spread christmas cheer is singing loud for all to hear
surprise,big announcement coming up regarding the iq and cineplex. stay tuned. you'll never be able to guess what it is... @scionevolution
sadness,listening to wiz khalifa makes it feel like summer again
sadness,"when i was [NUM] years old, i got a cat, but after [NUM] days he died. i was very sad, because i had nursed him and taken him to the veterinary's - but in vain. although i had had him only for a short time i had liked him very much."
joy,i love you and i lift my voice. to you. oh my soul. take my #king. in what you hear. may it be a sweet sweet
fear,when i was travelling at night.
joy,the moment i got the news that i had been selected for the u.g.c junior national research fellowship. it was a dream come true.
joy,"is a happy godmother, just got to know that friends got a healthy baby boy last night!"
fear,"ok se me acaba de subir solo el volumen del equipo de musica, y se cayo el trapo amarillo que estaba en la mesada"
sadness,"when you get so bored you end up looking through tweets, until you get to the ones marked [NUM] hours ago...#bored"
sadness,@ohmyjessie aww sad well i sad my teacher likes the broncos and i said that's
fear,replaying moments of that dreadful week in august...first time i've really done this &amp; i feel some of the pain all over again. #sad
sadness,naubusan kami ng slot sa 5k ng milo marathon :|
sadness,i don't wanna leave umass even if it's only for [NUM] days :(
surprise,so excited about the impending release of piano carnival &amp; magic piano! there's a [NUM] all you guys who helped us make this possible!
sadness,"singing &quot;someone like you&quot; in a car, in the rain, with @rockchalkkansas. what is this, an abc family movie? #lol ..."
anger,i'm sick of doing other people's job and getting blamed for not doing it right .
surprise,i totally knew it was supposed to rain today
sadness,getting a trim on friday. which actually means i'm losing [NUM] inches of hair on friday.
joy,"@_therealmk , you won't even be able to come over tomorrow either. , happy [NUM] month since i won't see you.."
joy,so long my love sick youngsters
surprise,water for elephants turned out to be a wonderful movie
joy,amen! rt@duanedarock: become wealthy spiritualy it last longer than trying to be rich materialy!
sadness,going to sleep so good tonight. i could use a cuddle buddy. any takers?
surprise,@scioncanada if i find an iq under me seat in the theater i can keep the car? @scionevolution
joy,"can't sleep, tomorrow will be a long day"
neutral,"i tell ya , when i got the invite , it really threw me for a loop . you've done a complete [NUM] ."
joy,my brothers [NUM] he has all his frands over to spend the night im in my room gearing them scream and yell! omg! #lileaboss
anger,"i'm serious , zina . back off . i have a bottle of pepper spray in my pocket ."
joy,when seeing a friend that i had not seen in a long while.
disgust,noddy was being so messy at the game last friday
joy,when it appeared that i was not pregnant when i was several weeks overtime.
sadness,yeah . it's boring . i'd rather read something more exciting .
anger,i could not find my monthly tickets for the bus when i was on the bus.
surprise,girl who drew them eyebrows cus u got me lookin around like somethin bout to happen wit them jacked so high on ur forehead
sadness,i had been caught red-handed having stolen some paw-paw. i was then taken the elders owning the paw-paws.
sadness,@popsmear80 man that whales and dolphins..endangared species sila ☹ malapit na sila maubos.. cows and meat haha prang ang layo nun.
fear,when i nearly caused a traffic accident with my car.
joy,can't help but feel overwhelmed with joy today. #happiness #goodday
anger,this class is pointless and i want to rip my hair out for it making me be awake at this time #imnotlearningsquat
sadness,@cmarischler what the heck?!?! not ok! how did she get a broken shoulder??? how did they not notice at the hospital?&
sadness,i wont be home for the hales v d game....
sadness,we can't choose the cards we've been dealt.. and mine say &quot;fuck your life&quot; &gt;.&lt;
joy,don't mention it . i'm always willing to help good students .
fear,the laundry room in our basement currently houses the world's largest cricket. #iwouldratherjustweardirtyclothes
joy,when i met my mother after not having seen her for three years.
sadness,dad's going to hidalgo tomorrow and i can't go because of finals.
surprise,"broodjes uit de oven, op tv.. lekker rustig opstarten! zometeen druk aan de slag voor de sint! #inpakken"
anger,@ellahogan28 wait can we talk about how i have a stick imprint on my shoulder.... not lying you can see the laces... #itwasillegal
surprise,nightmare before christmas with @mel_hayes07 :) so happy
fear,"what a week, [NUM] years since i last heard those fateful words, hearing them a second time wasn't any easier."
surprise,"(check), (check), #gedicht (check). kortom klaar voor zaterdag! #zininzaterdag"
joy,fun for you ! do you get to do anything you want ?
sadness,i'm tired but its way to cold to sleep! ready to head back to bethel tomorrow and finish my last [NUM] days of student teaching.
